CPF,Endereço do Imóvel,Tipo de Imóvel,Área do Imóvel (m²),Valor do Imóvel,Número de Quartos,Número de Banheiros,Tem Piscina?,Tem Garagem?,Tem Elevador?,Condomínio Fechado?,Valor do Condomínio,Ano de Construção,Tipo de Oferta,Data da Última Reforma
451.073.982-60,"Favela Maria Luísa Mendonça, 40
Pousada Santo Antonio
24898991 Montenegro de Sá / AC",Casa,83,333328,2,4,Não,Sim,Sim,Sim,1346,1988,Venda,28/10/2024
461.075.893-84,"Condomínio Alice Nogueira, 379
Vila Santa Monica 2ª Seção
15035325 Azevedo do Oeste / MG",Casa,108,444528,4,6,Não,Sim,Não,Sim,1810,1982,Aluguel,21/01/2023
567.432.918-46,"Trevo Maria Sophia Cavalcante, 23
Horto
83386817 Costa Paulista / TO",Casa,385,1918455,5,6,Sim,Sim,Sim,Sim,1000,1985,Venda,30/04/2024
506.837.921-21,"Rua Câmara, 77
Dona Clara
62010154 Pimenta / ES",Apartamento,299,1116765,5,7,Não,Não,Sim,Não,855,2019,Aluguel,21/03/2019
647.812.309-03,"Avenida de Viana, 5
Conjunto Santa Maria
98540799 da Rosa do Campo / RN",Apartamento,393,1924128,5,5,Não,Sim,Sim,Não,673,2004,Aluguel,16/11/2024
581.973.460-20,"Residencial Benício Aragão, 82
Santa Maria
74394861 Brito de Jesus / MS",Terreno,234,1061658,2,2,Não,Sim,Não,Não,658,2016,Aluguel,23/09/2023
041.598.237-50,"Alameda Fonseca, 373
Vila Santa Monica 1ª Seção
62897-011 Cirino Alegre / RS",Casa,164,813768,3,4,Não,Sim,Sim,Não,1305,2016,Aluguel,28/09/2020
710.328.456-35,"Área Martins, 6
Beija Flor
65190490 Montenegro do Galho / TO",Terreno,388,963016,3,5,Não,Não,Sim,Sim,1895,2005,Venda,23/02/2017
138.659.402-42,"Fazenda de Silva, 807
São José
89195240 Barros / RR",Apartamento,311,1056156,5,6,Sim,Sim,Não,Sim,1367,2012,Aluguel,22/12/2018
427.538.901-88,"Favela Ana Júlia da Paz, 4
Vila Formosa
79628-369 Cunha da Mata / PR",Terreno,134,567088,5,5,Não,Sim,Não,Sim,1029,1988,Venda,14/04/2024
279.863.045-29,"Parque de Silveira, 444
Santana Do Cafezal
49990957 da Rosa / PI",Terreno,237,1118166,5,5,Não,Sim,Não,Não,392,1989,Aluguel,03/11/2024
570.869.432-74,"Viela Rael da Paz, 911
Vila Nova Cachoeirinha 1ª Seção
12602568 Campos da Prata / RS",Terreno,403,1416948,4,5,Sim,Sim,Sim,Não,512,2013,Venda,05/02/2026
917.564.203-43,"Núcleo de Cirino, 46
Horto
25831-932 Borges do Sul / PE",Terreno,58,265350,5,7,Não,Não,Sim,Sim,945,2001,Aluguel,01/06/2020
175.349.820-14,"Ladeira de da Rocha, 39
Vila Santo Antônio Barroquinha
22292-785 Freitas da Prata / ES",Apartamento,208,461968,5,7,Sim,Sim,Não,Não,466,2010,Venda,23/01/2019
423.987.615-09,"Setor Novaes, 16
Maravilha
39059695 Mendonça da Serra / DF",Apartamento,218,1047926,4,4,Não,Sim,Não,Sim,637,2019,Venda,30/06/2019
349.081.527-05,"Núcleo de Pacheco, 55
Aparecida 7ª Seção
96826-103 Monteiro / PI",Apartamento,75,166725,3,3,Sim,Sim,Sim,Sim,327,2005,Venda,20/04/2024
324.091.658-42,"Morro de Cavalcanti
Marçola
87203559 Freitas / PR",Apartamento,356,1320404,4,6,Sim,Sim,Sim,Sim,1752,2017,Aluguel,21/08/2016
650.874.913-75,"Ladeira Fogaça, 98
Vila Primeiro De Maio
69474548 Almeida / AP",Casa,274,1284238,5,6,Não,Sim,Sim,Não,1003,2015,Venda,03/11/2016
527.180.463-17,"Praça de Costa, 751
Pantanal
61690-741 da Cunha / RR",Apartamento,228,762888,3,5,Sim,Sim,Sim,Não,1205,2006,Aluguel,31/03/2019
946.130.852-33,"Campo Viana, 7
Califórnia
18627758 Novais / PI",Apartamento,205,552270,1,1,Sim,Sim,Não,Sim,1462,1992,Aluguel,09/09/2022
750.248.631-35,"Parque Novaes, 71
Ouro Minas
90489-179 Gonçalves / RN",Apartamento,189,586845,1,1,Não,Sim,Não,Não,712,2020,Aluguel,05/03/2020
981.634.027-50,"Quadra Lavínia da Rocha, 10
Bonsucesso
95592-340 da Conceição da Serra / BA",Apartamento,265,869995,5,5,Sim,Sim,Não,Sim,1011,1986,Venda,13/05/2023
158.739.620-30,"Fazenda Sousa, 66
Minaslandia
73892115 da Cruz de Macedo / GO",Apartamento,419,1550719,5,5,Sim,Sim,Sim,Sim,1418,2017,Venda,06/01/2022
370.128.594-23,"Quadra Melina Moraes, 5
Cabana Do Pai Tomás
02189421 Fonseca / MG",Casa,436,1529488,1,3,Sim,Sim,Não,Sim,420,2011,Venda,05/01/2021
876.935.041-84,"Lagoa de Garcia, 98
Xangri-Lá
67793742 da Conceição / ES",Terreno,297,833382,3,5,Sim,Sim,Não,Sim,756,2009,Aluguel,01/02/2021
154.607.239-06,"Feira Aragão, 6
São Damião
43844-754 da Mota Grande / MG",Casa,75,367275,2,3,Não,Não,Sim,Não,636,1992,Venda,08/04/2023
751.432.960-99,"Trevo de Fogaça
Bom Jesus
50024-769 Siqueira / MT",Apartamento,158,535936,1,2,Não,Não,Sim,Sim,1100,1983,Venda,29/01/2018
071.536.824-90,"Lagoa Silva, 83
Vila Rica
58198132 Farias / PA",Casa,177,733488,5,5,Sim,Sim,Não,Não,263,1994,Aluguel,16/09/2023
976.502.341-34,"Viela Vinícius Moreira, 73
Maria Virgínia
67249857 Cirino / SC",Apartamento,361,938961,3,5,Não,Não,Não,Sim,816,2014,Aluguel,18/10/2017
815.603.972-68,"Campo Andrade, 57
São Geraldo
51478883 Andrade / MT",Terreno,286,1017588,3,4,Não,Não,Sim,Não,1058,2013,Aluguel,17/06/2016
467.123.098-40,"Trevo de Moura, 59
Cidade Jardim Taquaril
89101-699 Pires / CE",Casa,424,1396656,2,3,Sim,Sim,Não,Não,398,2017,Venda,09/05/2021
134.085.762-62,"Viela Gabriela Pires, 23
Vila Sesc
03727606 da Rosa do Oeste / AP",Apartamento,242,847000,2,4,Sim,Sim,Não,Sim,283,2005,Aluguel,11/12/2024
150.427.389-32,"Pátio Natália Freitas, 62
Vila Paris
92044520 Silva da Serra / TO",Apartamento,88,242880,3,4,Sim,Sim,Não,Não,476,2008,Venda,11/01/2017
816.029.437-96,"Via Rael Ferreira
Mirtes
45804129 Garcia / SE",Casa,319,1314280,3,5,Não,Sim,Sim,Não,1243,2020,Aluguel,14/08/2017
398.257.610-59,"Morro Vitor Ramos, 15
Outro
19096693 Brito / PE",Apartamento,489,1324212,5,5,Não,Não,Não,Não,1305,1996,Venda,22/04/2017
350.871.269-95,"Praça Campos
São Paulo
82336154 Sousa / RR",Casa,212,593812,2,3,Sim,Sim,Sim,Sim,910,2015,Aluguel,06/12/2025
674.501.389-48,"Viela de Montenegro, 63
Bernadete
65607076 Jesus / MA",Casa,126,509418,4,6,Sim,Sim,Sim,Sim,1745,2010,Venda,09/06/2023
876.215.940-20,"Vale Alana Albuquerque, 280
Santa Rosa
07538-963 da Luz / AC",Terreno,160,338080,1,1,Não,Sim,Não,Sim,1133,2004,Aluguel,18/08/2017
189.672.405-11,"Colônia de Freitas, 6
Oeste
41736035 Andrade da Mata / CE",Apartamento,434,1812384,5,5,Não,Não,Sim,Não,1709,1992,Venda,19/04/2022
834.607.951-66,"Colônia Farias, 7
São Geraldo
05921-820 Correia / TO",Casa,375,1118625,2,3,Não,Não,Não,Não,1382,2009,Aluguel,18/11/2020
734.195.826-09,"Chácara Gabriela Jesus, 284
Parque São José
30714-277 da Cruz das Flores / SC",Apartamento,88,319176,3,3,Não,Sim,Não,Sim,377,2020,Aluguel,08/07/2018
652.879.410-30,"Núcleo Luísa Borges, 73
Independência
52899-555 da Mata / RN",Terreno,370,1045250,2,4,Não,Não,Sim,Sim,1358,1989,Venda,19/04/2017
657.813.940-01,"Vereda da Rocha, 1
Vila Petropolis
95564933 Barbosa / RJ",Apartamento,203,537341,1,3,Não,Não,Sim,Não,802,2020,Aluguel,06/05/2020
162.097.385-59,"Colônia Kevin Duarte, 666
João Paulo Ii
24893-551 Montenegro / RS",Terreno,336,1617168,5,7,Sim,Sim,Sim,Sim,1189,1995,Aluguel,29/03/2024
063.724.951-80,"Viela Lima, 66
Acaiaca
44156-685 Ferreira / AL",Terreno,99,274032,3,5,Não,Não,Não,Sim,313,2022,Aluguel,26/08/2023
685.197.243-37,"Pátio Maria Luísa Montenegro, 74
Santa Monica
39715-552 Pacheco / PA",Terreno,455,1402310,2,4,Sim,Sim,Não,Sim,1772,2008,Venda,25/05/2018
915.263.074-99,"Favela de Abreu, 702
Santa Lúcia
25766481 Freitas / RO",Terreno,283,835416,4,6,Não,Não,Sim,Não,1385,2010,Venda,20/10/2023
170.964.823-69,"Colônia de Carvalho, 406
São Salvador
81842-223 Andrade Alegre / AL",Apartamento,428,1181708,2,4,Sim,Sim,Não,Sim,1403,2010,Aluguel,11/04/2025
738.562.419-73,"Campo Moura, 1
Vale Do Jatoba
54719-724 Marques da Praia / BA",Casa,99,198297,3,4,Sim,Sim,Sim,Não,1476,1985,Aluguel,23/11/2019
289.316.405-60,"Estação Martins, 11
Cruzeiro
82315-696 Machado / PI",Terreno,143,687258,4,4,Não,Não,Não,Não,1046,2009,Venda,11/02/2024
046.871.952-02,"Praia de Mendonça, 62
Santa Rosa
45595124 Farias / AL",Terreno,279,1059084,4,6,Não,Sim,Não,Sim,1666,2003,Aluguel,26/02/2023
864.521.709-02,"Recanto das Neves, 199
Tiradentes
77251-952 Pinto / RS",Casa,280,830480,4,4,Não,Não,Sim,Sim,1792,1993,Venda,19/07/2023
140.327.685-44,"Estação Mendonça, 35
São Lucas
80875739 Pinto do Oeste / SC",Casa,318,700236,3,5,Sim,Sim,Sim,Não,894,1993,Venda,25/10/2019
345.729.108-04,"Área Ágatha Rodrigues, 49
Vila Suzana Primeira Seção
75890094 Fonseca / PA",Terreno,210,890820,1,3,Não,Não,Não,Sim,600,2008,Venda,28/05/2019
057.281.346-53,"Morro Lorenzo Pastor, 1
Vila Puc
41656043 Nunes de Abreu / RJ",Terreno,459,2244051,3,4,Sim,Sim,Sim,Não,1766,2009,Venda,23/12/2023
287.450.613-35,"Viaduto Cirino, 10
Piratininga
07544118 Nunes / AP",Apartamento,248,1085248,5,6,Não,Sim,Sim,Sim,1677,1990,Aluguel,21/08/2020
079.462.583-56,"Setor Calebe Cunha, 85
Ermelinda
73744-791 Moura de Martins / AC",Apartamento,325,1293825,3,5,Não,Não,Sim,Não,546,1995,Venda,01/02/2020
423.078.695-65,"Quadra de Borges, 13
Vila São Dimas
38302-022 Borges Grande / MA",Terreno,421,2104579,1,3,Não,Não,Não,Sim,383,1985,Aluguel,20/12/2019
638.254.719-00,"Núcleo Ravy Marques, 38
Esperança
86032092 Carvalho / MG",Casa,490,1781150,2,4,Sim,Sim,Não,Sim,1421,1982,Venda,31/10/2016
036.854.219-05,"Favela Cauê Nunes, 6
Vila São Gabriel
21066183 Nogueira da Serra / SE",Apartamento,189,893592,1,2,Não,Sim,Sim,Sim,455,2007,Aluguel,01/02/2019
264.378.051-53,"Praça Siqueira, 4
Vila Satélite
34420334 Macedo de Montenegro / MS",Casa,205,782280,4,6,Sim,Sim,Não,Não,1164,2004,Venda,01/10/2025
243.651.870-07,"Rua da Rocha, 2
Engenho Nogueira
07258866 Aparecida de Barros / RS",Apartamento,413,1161356,2,2,Sim,Sim,Não,Não,860,1999,Venda,25/10/2020
214.630.758-71,"Morro de Silveira, 63
Jonas Veiga
62661-915 Cavalcanti de da Rosa / MA",Casa,174,504078,2,3,Não,Sim,Sim,Não,358,1986,Venda,09/07/2019
926.371.084-87,"Rua de Montenegro, 3
Santa Helena
78391422 Lopes / MT",Casa,178,575474,4,6,Não,Não,Não,Não,914,1988,Venda,28/06/2023
427.069.381-96,"Conjunto de Barbosa, 11
Ouro Minas
93708-737 Nunes do Campo / CE",Terreno,171,670833,1,3,Sim,Sim,Sim,Não,1452,1986,Aluguel,25/08/2022
239.068.145-05,"Esplanada Rodrigues, 310
Maria Virgínia
16325462 Campos de Minas / MS",Casa,89,230332,2,2,Não,Sim,Sim,Não,1501,1996,Aluguel,08/05/2022
460.972.538-00,"Campo Farias, 7
Conjunto Lagoa
34013927 Cunha / AP",Casa,291,755436,2,4,Sim,Sim,Não,Não,1086,2003,Venda,07/02/2019
739.408.621-69,"Campo Júlia Guerra, 57
Jardim Atlântico
51981922 Vasconcelos / TO",Casa,151,620006,3,5,Não,Sim,Sim,Não,453,1988,Aluguel,26/02/2019
396.417.502-16,"Alameda da Rosa, 13
Jaqueline
02433115 da Costa da Prata / RR",Terreno,466,2152454,1,3,Sim,Sim,Sim,Sim,1132,1983,Venda,20/07/2019
721.486.930-69,"Passarela Barros, 805
Vila Aeroporto
92651629 Nogueira Verde / MT",Terreno,476,1284724,1,2,Sim,Sim,Sim,Sim,1549,1991,Venda,12/04/2026
560.987.432-74,"Trevo Rios, 9
Nova Esperança
24912-521 Marques / CE",Apartamento,457,1309762,2,3,Sim,Sim,Sim,Sim,1665,1993,Aluguel,12/10/2016
810.523.496-33,"Morro de Lopes, 91
Vila Canto Do Sabiá
93597196 Ferreira do Campo / RS",Casa,96,291840,3,4,Sim,Sim,Sim,Não,1027,1989,Aluguel,05/03/2026
159.063.784-48,"Área Brito
Savassi
24370550 Correia / MS",Apartamento,172,505164,2,3,Sim,Sim,Não,Não,274,2012,Venda,30/01/2018
618.509.742-76,"Conjunto Barbosa, 73
Venda Nova
14130-347 Oliveira / MG",Casa,466,1045238,3,5,Não,Não,Não,Não,1864,2007,Venda,30/05/2026
621.934.075-25,"Praça Moreira, 765
Tiradentes
75744554 Oliveira do Amparo / GO",Apartamento,348,1732692,2,2,Sim,Sim,Sim,Sim,609,2005,Venda,15/07/2023
482.739.106-87,"Chácara Milena Lima
Manacas
55507-317 Campos / MT",Terreno,415,1380290,5,6,Sim,Sim,Não,Sim,989,2009,Venda,18/09/2022
753.649.081-00,"Núcleo de Peixoto, 4
Santo Agostinho
28891542 Campos / TO",Casa,437,2154847,4,4,Não,Sim,Sim,Sim,1084,2007,Aluguel,11/08/2022
130.249.786-31,"Quadra Maria Eduarda Melo, 246
Vila Cloris
03564116 da Conceição / MA",Apartamento,261,1088370,1,1,Sim,Sim,Não,Sim,1735,1982,Aluguel,30/11/2016
810.359.247-14,"Largo Cunha, 52
Vila Santa Monica 1ª Seção
04733-202 Mendonça de Goiás / PR",Apartamento,309,1302744,3,3,Não,Não,Sim,Sim,1691,1991,Aluguel,27/06/2018
514.863.207-08,"Praça Santos, 97
São Vicente
26743723 da Luz das Pedras / SC",Terreno,123,471828,1,2,Sim,Sim,Sim,Não,1444,2013,Venda,16/11/2018
185.463.729-00,"Vale Vargas, 2
Santa Rosa
79371740 Pires do Sul / PA",Apartamento,315,1483335,5,7,Sim,Sim,Sim,Não,889,1993,Aluguel,31/01/2026
826.315.790-03,"Favela de Cirino, 42
Pindorama
29997-178 Abreu / MS",Apartamento,143,351208,5,6,Não,Não,Sim,Sim,1408,2023,Venda,19/03/2025
041.589.267-85,"Residencial de da Rosa, 432
Jardim São José
37661-344 Ferreira / AL",Apartamento,107,395900,3,4,Não,Sim,Sim,Sim,289,2003,Venda,24/03/2022
351.847.092-23,"Pátio de Azevedo, 19
Heliopolis
07004-379 Monteiro de da Conceição / PI",Apartamento,295,1023945,5,6,Não,Não,Sim,Sim,544,2009,Aluguel,13/03/2019
087.563.914-39,"Fazenda Melo, 8
Jardim Guanabara
72291-756 Ferreira de Araújo / AC",Casa,434,1808912,5,7,Não,Não,Sim,Sim,1353,1988,Aluguel,17/10/2017
261.590.438-89,"Campo de Cirino
Vila Madre Gertrudes 1ª Seção
48150593 Andrade de Lima / AM",Apartamento,223,1097160,2,3,Sim,Sim,Sim,Não,293,2010,Aluguel,01/07/2022
980.751.432-05,"Favela Nicolas Rezende
Lindéia
10202853 Casa Grande / PI",Apartamento,466,1391476,3,5,Não,Sim,Não,Não,356,2018,Aluguel,09/09/2017
013.695.428-60,"Campo Théo Campos, 79
Canadá
71686458 Cirino / PE",Apartamento,460,936100,2,4,Sim,Sim,Sim,Não,1661,2015,Venda,10/06/2019
953.481.027-41,"Setor Souza
Nossa Senhora Da Aparecida
48559522 Sousa da Praia / PB",Casa,433,2142051,2,3,Não,Sim,Não,Sim,850,1992,Aluguel,13/12/2022
201.974.586-02,"Praça Machado, 22
Dom Cabral
48299272 Cirino dos Dourados / AL",Apartamento,397,1708688,3,3,Não,Sim,Não,Não,366,2006,Venda,24/06/2021
517.036.492-06,"Fazenda de Santos, 315
Sport Club
45767694 Cavalcanti do Galho / CE",Casa,244,840336,4,6,Sim,Sim,Não,Não,1702,1983,Venda,04/04/2024
732.645.109-52,"Sítio Macedo, 43
Vila Paris
71596335 Cunha dos Dourados / CE",Casa,304,666368,1,2,Não,Não,Não,Sim,1132,2012,Venda,12/10/2023
715.986.234-19,"Distrito Vitor Hugo Sousa, 77
Engenho Nogueira
96239-074 Macedo da Prata / PB",Terreno,391,1510042,2,3,Não,Sim,Sim,Não,595,2019,Aluguel,05/08/2018
540.971.236-61,"Parque Thomas da Paz, 50
Gutierrez
24177247 Peixoto de Guerra / SP",Casa,369,856080,1,2,Sim,Sim,Sim,Não,1955,2007,Venda,20/01/2020
934.502.761-07,"Trevo da Luz, 8
Santana Do Cafezal
38615712 Montenegro Paulista / PI",Terreno,188,672664,3,4,Sim,Sim,Não,Sim,738,2019,Venda,27/05/2018
814.905.376-00,"Trecho da Rosa, 895
Senhor Dos Passos
60495666 Porto de Farias / MS",Casa,457,1210136,3,4,Não,Sim,Sim,Não,896,1995,Aluguel,27/12/2019
509.847.136-20,"Fazenda Enzo Gabriel Ribeiro, 39
Bonfim
97774-182 Melo / AC",Casa,230,555220,5,7,Não,Sim,Sim,Não,396,2022,Venda,22/01/2025
381.574.906-93,"Chácara de Vasconcelos, 707
Granja Werneck
04994-846 Sampaio / PE",Terreno,320,1280320,4,4,Sim,Sim,Sim,Não,1195,2021,Aluguel,20/06/2020
781.032.469-13,"Área da Cruz, 672
São Jorge 1ª Seção
63382396 Macedo de Camargo / RO",Terreno,454,1658916,2,2,Sim,Sim,Sim,Não,1896,1983,Venda,12/07/2019
479.302.156-52,"Praia de da Mata, 3
Frei Leopoldo
97949468 Oliveira do Oeste / AL",Terreno,330,1627230,2,4,Não,Sim,Sim,Não,1070,1982,Venda,20/05/2023
218.063.459-51,"Jardim Campos, 28
Bacurau
01248-239 Lopes / RN",Casa,179,890525,2,2,Não,Não,Não,Sim,901,1990,Aluguel,11/06/2017
168.934.502-06,"Favela de Novaes, 4
Vitoria
16975-464 Pinto de Minas / PA",Casa,265,1321820,4,4,Não,Não,Sim,Sim,1339,1990,Venda,05/02/2024
650.734.189-48,"Distrito Aparecida, 59
Vila Nova Cachoeirinha 3ª Seção
14032-412 da Rocha / PR",Apartamento,477,1431954,5,6,Sim,Sim,Não,Sim,1990,1994,Venda,11/04/2021
084.257.319-41,"Largo de Ramos
Vila Cemig
94848008 Costela do Campo / ES",Terreno,305,1314550,5,6,Não,Não,Não,Sim,1515,1987,Venda,20/05/2019
463.075.218-80,"Via Marcelo da Rosa, 59
Alto Das Antenas
62721629 Monteiro do Amparo / PI",Terreno,478,2042016,5,7,Sim,Sim,Sim,Sim,540,2009,Aluguel,22/12/2016
754.036.982-56,"Colônia de Garcia, 89
Vila Betânia
27233-619 Porto de da Mota / RR",Terreno,226,758456,1,3,Não,Não,Sim,Sim,518,2011,Venda,08/05/2017
306.218.475-26,"Vereda de Ramos, 74
Jardim Dos Comerciarios
16729536 Souza dos Dourados / ES",Apartamento,167,424013,1,2,Sim,Sim,Sim,Sim,1343,2001,Aluguel,14/01/2019
250.189.346-89,"Recanto de da Cruz, 78
Urca
29261996 Pastor / MA",Apartamento,55,121715,3,5,Não,Sim,Não,Não,1961,2003,Aluguel,08/07/2020
264.059.873-29,"Núcleo Arthur Gabriel da Luz, 852
Palmeiras
05992292 Rocha da Serra / PA",Apartamento,299,1144871,1,2,Não,Não,Não,Não,1624,2019,Venda,07/02/2021
250.189.643-24,"Parque Mirella Fonseca, 327
Trevo
03460376 Sá / AP",Terreno,345,863880,5,6,Não,Sim,Não,Sim,455,2014,Aluguel,18/05/2020
627.543.908-47,"Avenida Luara Nogueira, 6
Vista Alegre
70941107 Rodrigues / PI",Apartamento,182,832832,5,6,Não,Sim,Sim,Sim,375,2023,Aluguel,25/04/2018
167.835.904-10,"Lagoa de Gonçalves, 6
Vila Maria
30712-047 Cunha / BA",Apartamento,309,1348785,3,4,Sim,Sim,Sim,Não,1161,2001,Venda,12/05/2017
789.250.341-23,"Avenida Sousa
Alto Das Antenas
46054670 Pires da Prata / MA",Terreno,460,1939360,4,6,Não,Sim,Sim,Sim,1197,1989,Aluguel,05/08/2025
390.562.871-68,"Lago Ana Martins, 61
Vila Engenho Nogueira
03925924 Leão Grande / PA",Terreno,306,1180242,5,7,Não,Sim,Sim,Não,847,2005,Aluguel,16/03/2018
463.289.501-60,"Pátio Rafael Pereira, 58
Acaba Mundo
73624277 Cunha / PI",Terreno,471,1035729,3,5,Não,Não,Não,Sim,306,2001,Aluguel,17/01/2022
409.213.768-04,"Favela Cunha
Granja Werneck
95323-244 Câmara Alegre / GO",Terreno,158,456936,1,3,Sim,Sim,Sim,Sim,452,2012,Venda,19/09/2017
426.075.938-83,"Chácara Maria Isis Ribeiro, 1
Canadá
24615-782 Camargo / RR",Casa,302,676178,4,5,Não,Sim,Não,Sim,1026,2000,Aluguel,11/12/2020
246.015.938-24,"Estação Bárbara Duarte, 9
Vila Novo São Lucas
74539615 Melo / RS",Terreno,79,350207,5,5,Sim,Sim,Não,Sim,776,2023,Aluguel,19/02/2020
340.671.852-35,"Setor de Moreira, 761
Vila Sumaré
05084860 Macedo Grande / AP",Casa,480,1506240,3,4,Não,Sim,Não,Sim,1195,1984,Venda,13/11/2021
561.093.278-59,"Ladeira de da Mota, 807
São Geraldo
76832376 Leão / RN",Casa,289,1365525,4,4,Não,Sim,Não,Sim,535,1992,Venda,18/08/2016
026.349.158-70,"Recanto de Silveira
Funcionários
00357190 da Luz de Peixoto / MA",Terreno,283,1001254,5,6,Sim,Sim,Não,Sim,1092,2008,Venda,28/06/2024
581.307.246-26,"Ladeira Antonella Gomes, 60
Santana Do Cafezal
08593447 Teixeira / GO",Apartamento,156,731484,2,2,Sim,Sim,Não,Sim,1568,2020,Aluguel,30/01/2023
104.593.286-89,"Travessa Cavalcanti, 71
Monte São José
46445-679 Porto / RS",Casa,240,1060080,2,3,Sim,Sim,Sim,Não,763,1995,Venda,06/02/2024
845.936.172-19,"Quadra Ramos, 143
Jardim América
78012-937 Montenegro de Monteiro / MS",Apartamento,198,462330,3,3,Não,Não,Sim,Sim,315,1997,Aluguel,10/06/2025
721.498.560-85,"Chácara Brito, 83
Olaria
31051899 Duarte / CE",Apartamento,84,277620,5,6,Não,Não,Sim,Não,718,1988,Aluguel,23/02/2018
247.950.631-25,"Área Vasconcelos, 4
Minas Caixa
93186-267 Silva Verde / BA",Terreno,101,210585,2,2,Não,Sim,Não,Não,1665,2020,Venda,13/03/2026
278.945.013-79,"Largo Isaac da Paz, 544
Vila Nossa Senhora Do Rosário
38276-570 Azevedo / PA",Casa,345,1245795,3,4,Não,Sim,Sim,Sim,1405,1986,Venda,03/05/2022
603.725.198-30,"Viela de Correia, 71
Olhos D'água
62605-382 da Rosa da Praia / RO",Terreno,415,1299780,5,6,Sim,Sim,Não,Não,1997,1986,Venda,16/08/2016
830.547.962-56,"Distrito de Castro, 848
Fazendinha
96993147 Lima / CE",Casa,374,994466,2,3,Não,Sim,Não,Não,1487,2021,Aluguel,09/11/2019
249.175.830-04,"Aeroporto Correia, 249
Unidas
24375-553 Martins / TO",Terreno,100,408500,3,5,Não,Sim,Não,Não,1022,1988,Venda,05/11/2021
276.914.308-50,"Área Cecilia Costela, 75
Vila Santa Rosa
47484886 Montenegro / RS",Terreno,81,266571,5,5,Não,Sim,Não,Sim,1197,2005,Venda,20/07/2022
895.243.701-23,"Colônia Pietro Castro
Ápia
28603-649 Silveira / CE",Terreno,243,1053162,1,1,Não,Sim,Não,Sim,1370,2022,Venda,05/09/2021
460.513.729-70,"Quadra de Santos
Vila São Gabriel Jacui
83963929 Pinto / CE",Apartamento,281,957086,1,3,Não,Não,Não,Sim,291,1984,Venda,20/05/2025
806.419.273-04,"Chácara Marcos Vinicius Gomes, 73
Horto
39857906 Dias do Norte / MA",Terreno,434,1594082,1,3,Sim,Sim,Sim,Não,292,2018,Aluguel,22/06/2016
024.971.386-13,"Loteamento de Martins, 83
Cardoso
31333472 Ferreira / BA",Casa,406,1555792,4,6,Sim,Sim,Sim,Não,1477,1984,Aluguel,16/12/2021
613.087.295-02,"Estrada Alves, 35
Vila Santa Rosa
18799-233 Garcia da Serra / RJ",Apartamento,310,1398100,2,2,Não,Sim,Sim,Não,754,2002,Venda,14/09/2022
376.985.420-92,"Avenida Marques
Vila Barragem Santa Lúcia
37773-807 Almeida da Mata / TO",Apartamento,414,1765710,1,3,Não,Não,Não,Não,1740,1992,Venda,14/02/2023
837.954.206-10,"Trevo Araújo
Nossa Senhora Do Rosário
72243113 Caldeira / PB",Terreno,262,723644,1,2,Não,Não,Não,Não,1250,2017,Aluguel,03/07/2021
536.798.210-77,"Trecho de da Costa, 32
Vila Madre Gertrudes 3ª Seção
37096808 Silveira / MA",Apartamento,247,931437,2,4,Sim,Sim,Sim,Sim,1365,1984,Aluguel,10/11/2018
892.534.617-64,"Área de Pimenta, 535
Oeste
13071331 Teixeira da Praia / PR",Terreno,64,193216,5,5,Sim,Sim,Não,Não,291,2022,Aluguel,14/06/2019
683.791.405-75,"Fazenda de Alves, 60
Monte São José
95369-423 Cavalcante / RJ",Casa,289,1189235,5,7,Sim,Sim,Sim,Sim,1174,1981,Aluguel,02/02/2018
520.497.816-01,"Vereda de Fogaça, 79
São Jorge 1ª Seção
78461-838 Casa Grande / AP",Terreno,52,252200,2,3,Sim,Sim,Não,Não,1824,1988,Venda,13/08/2024
834.027.591-79,"Vale Liam Aparecida, 263
Manacas
75997132 Viana de Gonçalves / BA",Apartamento,288,1097568,2,4,Não,Não,Sim,Não,575,2012,Aluguel,23/07/2020
074.359.218-23,"Largo de Nogueira, 16
São Benedito
58529-352 Leão de Oliveira / GO",Apartamento,489,1067976,3,4,Sim,Sim,Não,Sim,1727,1984,Venda,07/01/2021
219.804.637-78,"Distrito de Fogaça, 391
Alta Tensão 1ª Seção
20345700 Teixeira de Goiás / AC",Apartamento,111,414585,2,4,Sim,Sim,Não,Não,1290,2005,Venda,28/04/2023
821.450.693-05,"Avenida Gustavo Henrique Casa Grande
Boa Vista
24804-076 Costa / PB",Apartamento,87,353916,2,4,Não,Não,Sim,Sim,912,2001,Venda,06/01/2024
718.046.253-53,"Parque de Cavalcante
Antonio Ribeiro De Abreu 1ª Seção
77786209 Correia das Flores / TO",Terreno,131,290820,3,3,Sim,Sim,Sim,Não,1062,1989,Aluguel,01/07/2025
678.923.504-38,"Estrada Cunha
Aguas Claras
09219-024 Vieira / PR",Apartamento,433,1256999,2,3,Sim,Sim,Não,Não,305,2005,Aluguel,21/06/2020
721.064.839-96,"Distrito Cecilia Monteiro, 91
Lagoinha Leblon
53780-210 Nascimento de Pacheco / PR",Terreno,270,1223640,1,1,Não,Não,Não,Não,545,2006,Venda,02/08/2020
460.139.728-69,"Estrada Nogueira, 50
Cônego Pinheiro 2ª Seção
07031-093 Duarte da Praia / BA",Casa,469,1656977,4,6,Não,Não,Não,Não,1398,2002,Aluguel,17/07/2019
